,DT_MEDICAO,HR_MEDICAO,TEM_INS,UMD_INS,RAD_GLO
1728,2021-05-20,0000,25.6,98.0,-0.978
1729,2021-05-20,0100,25.4,96.0,-2.003
1730,2021-05-20,0200,25.2,95.0,-2.513
1731,2021-05-20,0300,24.8,97.0,-3.309
1732,2021-05-20,0400,24.2,99.0,-2.122
1733,2021-05-20,0500,23.9,99.0,-1.846
1734,2021-05-20,0600,23.8,100.0,-2.011
1735,2021-05-20,0700,23.8,100.0,-2.048
1736,2021-05-20,0800,23.7,100.0,-2.39
1737,2021-05-20,0900,23.5,100.0,-2.138
1738,2021-05-20,1000,24.2,100.0,42.266
1739,2021-05-20,1100,26.7,90.0,480.968
1740,2021-05-20,1200,28.4,83.0,915.81
1741,2021-05-20,1300,29.4,76.0,1717.961
1742,2021-05-20,1400,31.5,66.0,2525.102
1743,2021-05-20,1500,31.9,60.0,2937.075
1744,2021-05-20,1600,32.0,65.0,2183.937
1745,2021-05-20,1700,32.2,59.0,2226.81
1746,2021-05-20,1800,33.0,57.0,2016.613
1747,2021-05-20,1900,31.3,66.0,1491.105
1748,2021-05-20,2000,27.9,78.0,210.917
1749,2021-05-20,2100,25.3,96.0,31.736
1750,2021-05-20,2200,25.1,99.0,3.405
1751,2021-05-20,2300,24.7,100.0,2.198
1752,2021-05-21,0000,24.9,100.0,-0.323
1753,2021-05-21,0100,25.0,99.0,0.002
1754,2021-05-21,0200,24.7,99.0,-1.067
1755,2021-05-21,0300,24.5,100.0,-1.53
1756,2021-05-21,0400,24.3,100.0,-1.183
1757,2021-05-21,0500,24.0,100.0,-1.733
1758,2021-05-21,0600,23.9,100.0,-1.914
1759,2021-05-21,0700,23.8,100.0,-2.355
1760,2021-05-21,0800,23.6,100.0,-2.068
1761,2021-05-21,0900,23.7,100.0,-1.925
1762,2021-05-21,1000,24.3,100.0,44.131
1763,2021-05-21,1100,26.5,96.0,411.321
1764,2021-05-21,1200,27.9,84.0,870.495
1765,2021-05-21,1300,29.8,78.0,1879.831
1766,2021-05-21,1400,30.6,70.0,1957.853
1767,2021-05-21,1500,32.4,65.0,2375.577
1768,2021-05-21,1600,30.2,76.0,2342.234
1769,2021-05-21,1700,32.1,61.0,2512.625
1770,2021-05-21,1800,29.3,71.0,941.334
1771,2021-05-21,1900,26.2,84.0,104.955
1772,2021-05-21,2000,25.4,94.0,90.907
1773,2021-05-21,2100,24.9,97.0,33.211
1774,2021-05-21,2200,25.1,95.0,0.619
1775,2021-05-21,2300,24.9,97.0,-1.026
1776,2021-05-22,0000,24.7,97.0,-1.67
1777,2021-05-22,0100,24.6,98.0,-2.965
1778,2021-05-22,0200,24.5,99.0,-2.016
1779,2021-05-22,0300,24.4,99.0,-1.37
1780,2021-05-22,0400,24.2,99.0,-1.83
1781,2021-05-22,0500,23.8,100.0,-1.818
1782,2021-05-22,0600,23.8,100.0,-2.134
1783,2021-05-22,0700,23.9,100.0,-2.022
1784,2021-05-22,0800,23.6,100.0,-2.376
1785,2021-05-22,0900,23.6,100.0,-1.977
1786,2021-05-22,1000,24.4,100.0,58.953
1787,2021-05-22,1100,26.8,91.0,495.56
1788,2021-05-22,1200,29.4,72.0,1339.296
1789,2021-05-22,1300,31.1,64.0,2136.584
1790,2021-05-22,1400,31.4,62.0,2350.557
1791,2021-05-22,1500,31.5,66.0,2237.876
1792,2021-05-22,1600,33.3,56.0,2626.4
1793,2021-05-22,1700,31.9,63.0,2077.563
1794,2021-05-22,1800,30.7,63.0,1457.334
1795,2021-05-22,1900,32.0,64.0,1769.803
1796,2021-05-22,2000,29.8,77.0,335.076
1797,2021-05-22,2100,28.2,86.0,83.114
1798,2021-05-22,2200,27.9,85.0,4.581
1799,2021-05-22,2300,27.8,79.0,-2.9
1800,2021-05-23,0000,26.8,85.0,-0.18
1801,2021-05-23,0100,26.2,92.0,-2.688
1802,2021-05-23,0200,26.0,94.0,-2.28
1803,2021-05-23,0300,25.8,95.0,-1.99
1804,2021-05-23,0400,25.5,97.0,-3.571
1805,2021-05-23,0500,25.1,98.0,-3.007
1806,2021-05-23,0600,25.0,99.0,-1.338
1807,2021-05-23,0700,24.8,99.0,-2.91
1808,2021-05-23,0800,24.5,99.0,-2.543
1809,2021-05-23,0900,24.4,99.0,-2.038
1810,2021-05-23,1000,25.2,98.0,80.095
1811,2021-05-23,1100,26.9,85.0,422.352
1812,2021-05-23,1200,29.2,76.0,1332.66
1813,2021-05-23,1300,30.6,69.0,2080.997
1814,2021-05-23,1400,30.6,69.0,2332.652
1815,2021-05-23,1500,31.3,65.0,1407.972
1816,2021-05-23,1600,32.6,59.0,2375.139
1817,2021-05-23,1700,33.1,59.0,2272.838
1818,2021-05-23,1800,32.0,60.0,1731.275
1819,2021-05-23,1900,28.9,75.0,546.775
1820,2021-05-23,2000,26.2,93.0,448.268
1821,2021-05-23,2100,26.0,97.0,69.941
1822,2021-05-23,2200,25.4,98.0,4.943
1823,2021-05-23,2300,25.3,98.0,0.053
1824,2021-05-24,0000,25.5,97.0,-1.193
1825,2021-05-24,0100,25.4,98.0,-1.914
1826,2021-05-24,0200,25.1,99.0,-1.362
1827,2021-05-24,0300,24.9,100.0,-0.958
1828,2021-05-24,0400,24.7,100.0,-1.568
1829,2021-05-24,0500,24.7,100.0,-1.033
1830,2021-05-24,0600,24.5,100.0,-1.441
1831,2021-05-24,0700,24.4,100.0,-1.885
1832,2021-05-24,0800,24.3,100.0,-1.871
1833,2021-05-24,0900,24.1,100.0,-2.119
1834,2021-05-24,1000,24.6,100.0,64.832
1835,2021-05-24,1100,26.5,95.0,428.296
1836,2021-05-24,1200,29.9,77.0,1213.944
1837,2021-05-24,1300,30.9,68.0,2130.787
1838,2021-05-24,1400,32.6,60.0,2787.363
1839,2021-05-24,1500,32.7,57.0,3041.107
1840,2021-05-24,1600,32.7,60.0,2772.73
1841,2021-05-24,1700,33.8,52.0,2892.395
1842,2021-05-24,1800,33.7,52.0,2527.0
1843,2021-05-24,1900,32.0,57.0,1619.614
1844,2021-05-24,2000,31.4,62.0,572.874
1845,2021-05-24,2100,30.2,66.0,118.611
1846,2021-05-24,2200,28.9,78.0,4.943
1847,2021-05-24,2300,29.2,78.0,1.029
1848,2021-05-25,0000,28.8,76.0,-1.196
1849,2021-05-25,0100,27.5,80.0,-1.473
1850,2021-05-25,0200,26.4,90.0,-3.506
1851,2021-05-25,0300,25.8,95.0,-3.6
1852,2021-05-25,0400,25.5,97.0,-3.517
1853,2021-05-25,0500,25.3,98.0,-2.991
1854,2021-05-25,0600,24.9,99.0,-2.63
1855,2021-05-25,0700,24.8,99.0,-1.691
1856,2021-05-25,0800,24.6,100.0,-1.681
1857,2021-05-25,0900,24.4,100.0,-2.163
1858,2021-05-25,1000,25.1,100.0,70.853
1859,2021-05-25,1100,27.4,83.0,503.036
1860,2021-05-25,1200,29.2,74.0,1310.864
1861,2021-05-25,1300,31.6,62.0,2104.997
1862,2021-05-25,1400,32.5,60.0,2429.194
1863,2021-05-25,1500,31.0,65.0,1839.092
1864,2021-05-25,1600,32.3,63.0,2437.423
1865,2021-05-25,1700,33.3,57.0,2496.983
1866,2021-05-25,1800,32.8,57.0,2322.487
1867,2021-05-25,1900,32.5,56.0,1993.047
1868,2021-05-25,2000,32.4,57.0,1095.443
1869,2021-05-25,2100,30.8,62.0,240.414
1870,2021-05-25,2200,28.8,73.0,6.279
1871,2021-05-25,2300,28.4,76.0,-2.588
1872,2021-05-26,0000,25.3,93.0,2.241
1873,2021-05-26,0100,25.0,96.0,-1.272
1874,2021-05-26,0200,25.4,94.0,-1.974
1875,2021-05-26,0300,24.9,98.0,-2.295
1876,2021-05-26,0400,24.6,99.0,-1.58
1877,2021-05-26,0500,24.7,100.0,-0.09
1878,2021-05-26,0600,24.5,100.0,-1.52
1879,2021-05-26,0700,24.6,100.0,-1.902
1880,2021-05-26,0800,24.4,100.0,-2.208
1881,2021-05-26,0900,24.3,100.0,-2.175
1882,2021-05-26,1000,24.7,100.0,48.41
1883,2021-05-26,1100,27.0,92.0,458.623
1884,2021-05-26,1200,29.0,75.0,1354.084
1885,2021-05-26,1300,31.2,67.0,2083.154
1886,2021-05-26,1400,31.6,63.0,2513.675
1887,2021-05-26,1500,32.1,60.0,3095.312
1888,2021-05-26,1600,33.4,58.0,3100.905
1889,2021-05-26,1700,33.1,56.0,2498.114
1890,2021-05-26,1800,32.3,61.0,1256.811
1891,2021-05-26,1900,33.6,54.0,1244.115
1892,2021-05-26,2000,31.8,60.0,517.155
1893,2021-05-26,2100,26.4,96.0,103.644
1894,2021-05-26,2200,27.1,86.0,9.054
1895,2021-05-26,2300,27.1,83.0,7.253
1896,2021-05-27,0000,24.6,99.0,4.696
1897,2021-05-27,0100,24.1,99.0,3.945
1898,2021-05-27,0200,24.6,100.0,2.537
1899,2021-05-27,0300,24.5,100.0,2.506
1900,2021-05-27,0400,24.9,100.0,1.675
1901,2021-05-27,0500,24.8,100.0,0.083
1902,2021-05-27,0600,24.9,100.0,0.533
1903,2021-05-27,0700,23.5,100.0,3.038
1904,2021-05-27,0800,23.9,100.0,0.884
1905,2021-05-27,0900,24.1,100.0,0.464
1906,2021-05-27,1000,24.4,100.0,42.085
1907,2021-05-27,1100,26.2,92.0,439.107
1908,2021-05-27,1200,28.4,78.0,1314.358
1909,2021-05-27,1300,29.4,72.0,1572.307
1910,2021-05-27,1400,30.9,68.0,2365.729
1911,2021-05-27,1500,31.8,65.0,2894.78
1912,2021-05-27,1600,32.0,65.0,2561.744
1913,2021-05-27,1700,32.5,57.0,2415.676
1914,2021-05-27,1800,32.6,55.0,1976.592
1915,2021-05-27,1900,31.0,69.0,1081.196
1916,2021-05-27,2000,30.0,72.0,388.54
1917,2021-05-27,2100,29.4,72.0,164.168
1918,2021-05-27,2200,28.9,76.0,4.805
1919,2021-05-27,2300,27.0,88.0,-0.199
1920,2021-05-28,0000,27.3,84.0,1.08
1921,2021-05-28,0100,27.0,94.0,-2.192
1922,2021-05-28,0200,26.5,94.0,-2.844
1923,2021-05-28,0300,26.2,94.0,-0.39
1924,2021-05-28,0400,25.8,96.0,-2.755
1925,2021-05-28,0500,25.3,98.0,0.499
1926,2021-05-28,0600,25.3,99.0,-0.599
1927,2021-05-28,0700,24.9,99.0,-1.404
1928,2021-05-28,0800,25.1,99.0,0.833
1929,2021-05-28,0900,25.0,100.0,0.309
1930,2021-05-28,1000,24.7,98.0,107.136
1931,2021-05-28,1100,26.3,91.0,487.788
1932,2021-05-28,1200,27.0,85.0,562.406
1933,2021-05-28,1300,27.7,79.0,825.417
1934,2021-05-28,1400,28.6,79.0,971.943
1935,2021-05-28,1500,30.4,70.0,2277.205
1936,2021-05-28,1600,30.4,70.0,2119.908
1937,2021-05-28,1700,30.1,70.0,2434.244
1938,2021-05-28,1800,30.4,69.0,2355.254
1939,2021-05-28,1900,29.7,69.0,1412.533
1940,2021-05-28,2000,29.2,72.0,804.024
1941,2021-05-28,2100,27.8,77.0,208.513
1942,2021-05-28,2200,27.5,79.0,6.272
1943,2021-05-28,2300,27.3,79.0,1.061
1944,2021-05-29,0000,26.8,81.0,-0.891
1945,2021-05-29,0100,26.6,86.0,-1.193
1946,2021-05-29,0200,26.0,89.0,-0.371
1947,2021-05-29,0300,25.4,94.0,-2.011
1948,2021-05-29,0400,25.0,96.0,-2.881
1949,2021-05-29,0500,24.8,97.0,-3.034
1950,2021-05-29,0600,24.9,95.0,-1.444
1951,2021-05-29,0700,24.6,97.0,-3.289
1952,2021-05-29,0800,24.3,99.0,-1.686
1953,2021-05-29,0900,24.2,100.0,-0.753
1954,2021-05-29,1000,24.6,100.0,69.155
1955,2021-05-29,1100,26.8,79.0,573.81
1956,2021-05-29,1200,29.4,68.0,1370.008
1957,2021-05-29,1300,29.5,69.0,1815.397
1958,2021-05-29,1400,30.0,68.0,2021.1
1959,2021-05-29,1500,31.1,64.0,1438.775
1960,2021-05-29,1600,31.2,61.0,1889.208
1961,2021-05-29,1700,32.4,58.0,1982.922
1962,2021-05-29,1800,32.2,59.0,2185.118
1963,2021-05-29,1900,31.3,63.0,935.227
1964,2021-05-29,2000,31.0,64.0,860.525
1965,2021-05-29,2100,29.0,74.0,143.05
1966,2021-05-29,2200,24.9,100.0,13.647
1967,2021-05-29,2300,25.1,99.0,1.767
1968,2021-05-30,0000,25.4,99.0,0.249
1969,2021-05-30,0100,25.0,99.0,3.397
1970,2021-05-30,0200,25.0,100.0,1.021
1971,2021-05-30,0300,24.7,100.0,0.874
1972,2021-05-30,0400,24.6,100.0,0.357
1973,2021-05-30,0500,24.7,100.0,-0.337
1974,2021-05-30,0600,24.7,100.0,-2.215
1975,2021-05-30,0700,24.3,100.0,-2.63
1976,2021-05-30,0800,24.2,100.0,-2.159
1977,2021-05-30,0900,24.1,100.0,-2.143
1978,2021-05-30,1000,24.5,100.0,45.09
1979,2021-05-30,1100,26.4,95.0,436.502
1980,2021-05-30,1200,29.1,73.0,1363.651
1981,2021-05-30,1300,31.1,66.0,2119.736
1982,2021-05-30,1400,31.7,66.0,2694.478
1983,2021-05-30,1500,31.5,64.0,2794.85
1984,2021-05-30,1600,33.1,56.0,2669.48
1985,2021-05-30,1700,32.9,54.0,2880.654
1986,2021-05-30,1800,33.9,51.0,2260.916
1987,2021-05-30,1900,31.0,69.0,1340.21
1988,2021-05-30,2000,31.3,69.0,812.914
1989,2021-05-30,2100,29.4,75.0,201.691
1990,2021-05-30,2200,28.8,78.0,7.169
1991,2021-05-30,2300,27.0,80.0,0.057
1992,2021-05-31,0000,27.0,80.0,-0.669
1993,2021-05-31,0100,26.7,83.0,-0.285
1994,2021-05-31,0200,26.0,92.0,-2.036
1995,2021-05-31,0300,25.7,94.0,-3.412
1996,2021-05-31,0400,25.6,95.0,-3.461
1997,2021-05-31,0500,25.5,96.0,-3.05
1998,2021-05-31,0600,25.3,97.0,-3.0
1999,2021-05-31,0700,24.8,99.0,-1.898
2000,2021-05-31,0800,25.0,99.0,-1.309
2001,2021-05-31,0900,25.2,99.0,-1.841
2002,2021-05-31,1000,25.5,99.0,47.695
2003,2021-05-31,1100,27.8,85.0,462.03
2004,2021-05-31,1200,29.4,75.0,1079.77
2005,2021-05-31,1300,31.1,69.0,2036.749
2006,2021-05-31,1400,31.4,65.0,2394.418
2007,2021-05-31,1500,31.5,68.0,1902.353
2008,2021-05-31,1600,32.6,59.0,3081.024
2009,2021-05-31,1700,32.6,58.0,2728.546
2010,2021-05-31,1800,33.0,56.0,2219.138
2011,2021-05-31,1900,33.0,52.0,1973.254
2012,2021-05-31,2000,31.0,59.0,839.534
2013,2021-05-31,2100,28.3,73.0,146.118
2014,2021-05-31,2200,27.0,76.0,3.304
2015,2021-05-31,2300,26.7,75.0,-0.003
2016,2021-06-01,0000,26.5,78.0,-0.584
2017,2021-06-01,0100,26.4,78.0,-0.396
2018,2021-06-01,0200,25.8,82.0,-1.13
2019,2021-06-01,0300,25.6,90.0,-1.057
2020,2021-06-01,0400,25.3,93.0,-0.656
2021,2021-06-01,0500,25.4,91.0,-1.163
2022,2021-06-01,0600,25.1,96.0,-0.692
2023,2021-06-01,0700,24.9,97.0,-0.969
2024,2021-06-01,0800,24.8,99.0,-0.227
2025,2021-06-01,0900,24.8,99.0,-0.87
2026,2021-06-01,1000,25.1,96.0,32.234
2027,2021-06-01,1100,26.4,89.0,293.297
2028,2021-06-01,1200,29.4,75.0,1251.052
2029,2021-06-01,1300,30.9,64.0,2081.184
2030,2021-06-01,1400,31.4,64.0,2244.518
2031,2021-06-01,1500,32.5,60.0,2724.612
2032,2021-06-01,1600,33.2,53.0,3052.369
2033,2021-06-01,1700,34.1,50.0,2804.796
2034,2021-06-01,1800,33.8,48.0,2513.425
2035,2021-06-01,1900,32.3,64.0,1200.332
2036,2021-06-01,2000,30.2,66.0,573.804
2037,2021-06-01,2100,28.5,73.0,97.651
2038,2021-06-01,2200,27.4,74.0,2.191
2039,2021-06-01,2300,27.5,71.0,-0.77
2040,2021-06-02,0000,27.2,72.0,-1.396
2041,2021-06-02,0100,26.8,76.0,-0.841
2042,2021-06-02,0200,26.0,81.0,-1.55
2043,2021-06-02,0300,25.9,81.0,-2.391
2044,2021-06-02,0400,25.0,89.0,-3.598
2045,2021-06-02,0500,24.4,93.0,-3.528
2046,2021-06-02,0600,24.0,97.0,-3.507
2047,2021-06-02,0700,24.0,97.0,-2.447
2048,2021-06-02,0800,24.3,96.0,-2.304
2049,2021-06-02,0900,23.8,99.0,-2.838
2050,2021-06-02,1000,24.5,99.0,46.428
2051,2021-06-02,1100,26.7,86.0,459.579
2052,2021-06-02,1200,29.5,74.0,1317.14
2053,2021-06-02,1300,31.4,64.0,1791.485
2054,2021-06-02,1400,31.4,63.0,2209.255
2055,2021-06-02,1500,33.0,58.0,2669.41
2056,2021-06-02,1600,33.3,58.0,2335.141
2057,2021-06-02,1700,33.8,55.0,2737.072
2058,2021-06-02,1800,34.3,54.0,1900.087
2059,2021-06-02,1900,32.6,63.0,1886.676
2060,2021-06-02,2000,31.0,68.0,967.379
2061,2021-06-02,2100,28.9,72.0,176.416
2062,2021-06-02,2200,28.0,77.0,3.211
2063,2021-06-02,2300,27.6,74.0,-0.53
2064,2021-06-03,0000,27.0,74.0,-1.133
2065,2021-06-03,0100,27.0,76.0,-2.339
2066,2021-06-03,0200,26.6,79.0,-0.417
2067,2021-06-03,0300,24.7,90.0,-2.474
2068,2021-06-03,0400,24.7,93.0,-2.804
2069,2021-06-03,0500,24.6,94.0,-2.294
2070,2021-06-03,0600,24.6,96.0,-0.572
2071,2021-06-03,0700,24.5,97.0,-2.005
2072,2021-06-03,0800,24.4,97.0,-2.252
2073,2021-06-03,0900,24.3,98.0,-2.606
2074,2021-06-03,1000,25.2,97.0,70.081
2075,2021-06-03,1100,27.5,84.0,462.402
2076,2021-06-03,1200,30.1,69.0,1353.875
2077,2021-06-03,1300,31.7,66.0,2006.819
2078,2021-06-03,1400,31.9,62.0,2026.787
2079,2021-06-03,1500,32.7,59.0,1985.296
2080,2021-06-03,1600,32.0,63.0,1951.202
2081,2021-06-03,1700,33.9,54.0,2298.044
2082,2021-06-03,1800,28.9,76.0,801.478
2083,2021-06-03,1900,24.2,99.0,238.885
2084,2021-06-03,2000,24.9,100.0,132.169
2085,2021-06-03,2100,25.2,99.0,89.487
2086,2021-06-03,2200,24.1,100.0,7.215
2087,2021-06-03,2300,24.1,100.0,1.493
2088,2021-06-04,0000,24.2,100.0,0.119
2089,2021-06-04,0100,24.1,100.0,-0.761
2090,2021-06-04,0200,24.1,100.0,-0.931
2091,2021-06-04,0300,23.9,100.0,-1.019
2092,2021-06-04,0400,23.8,100.0,-1.007
2093,2021-06-04,0500,23.7,100.0,-1.39
2094,2021-06-04,0600,23.7,100.0,-2.383
2095,2021-06-04,0700,23.6,,-2.893
2096,2021-06-04,0800,23.3,,-2.534
2097,2021-06-04,0900,23.2,,-2.395
2098,2021-06-04,1000,23.9,100.0,55.789
2099,2021-06-04,1100,25.7,98.0,469.22
2100,2021-06-04,1200,28.7,77.0,1260.592
2101,2021-06-04,1300,30.3,70.0,1999.154
2102,2021-06-04,1400,31.4,68.0,2057.681
2103,2021-06-04,1500,30.9,65.0,2280.584
2104,2021-06-04,1600,32.2,61.0,2819.092
2105,2021-06-04,1700,30.2,70.0,1335.247
2106,2021-06-04,1800,29.8,66.0,1808.985
2107,2021-06-04,1900,28.7,75.0,364.671
2108,2021-06-04,2000,25.7,94.0,276.79
2109,2021-06-04,2100,26.2,91.0,138.873
2110,2021-06-04,2200,26.2,94.0,6.142
2111,2021-06-04,2300,26.5,82.0,0.049
2112,2021-06-05,0000,25.9,92.0,-0.502
2113,2021-06-05,0100,24.5,98.0,1.42
2114,2021-06-05,0200,24.8,100.0,1.062
2115,2021-06-05,0300,25.1,99.0,-1.032
2116,2021-06-05,0400,24.8,100.0,-2.149
2117,2021-06-05,0500,24.6,100.0,-2.003
2118,2021-06-05,0600,24.3,100.0,-2.041
2119,2021-06-05,0700,24.1,100.0,-2.324
2120,2021-06-05,0800,23.9,100.0,-2.585
2121,2021-06-05,0900,23.7,,-2.524
2122,2021-06-05,1000,24.2,,43.188
2123,2021-06-05,1100,26.1,95.0,438.378
2124,2021-06-05,1200,29.2,75.0,1294.307
2125,2021-06-05,1300,30.5,65.0,2055.723
2126,2021-06-05,1400,32.0,62.0,2872.49
2127,2021-06-05,1500,30.8,66.0,2164.749
2128,2021-06-05,1600,32.0,58.0,3065.009
2129,2021-06-05,1700,31.7,57.0,2617.116
2130,2021-06-05,1800,31.4,57.0,2202.684
2131,2021-06-05,1900,28.7,75.0,572.59
2132,2021-06-05,2000,27.9,74.0,221.179
2133,2021-06-05,2100,26.7,80.0,90.048
2134,2021-06-05,2200,25.8,92.0,0.766
2135,2021-06-05,2300,25.9,91.0,-3.33
2136,2021-06-06,0000,25.8,89.0,-3.6
2137,2021-06-06,0100,25.7,90.0,-2.072
2138,2021-06-06,0200,25.4,92.0,-2.433
2139,2021-06-06,0300,25.2,93.0,-3.549
2140,2021-06-06,0400,24.7,97.0,-2.928
2141,2021-06-06,0500,24.6,98.0,-2.748
2142,2021-06-06,0600,24.6,97.0,-2.012
2143,2021-06-06,0700,24.5,99.0,-2.462
2144,2021-06-06,0800,24.4,99.0,-2.174
2145,2021-06-06,0900,24.4,99.0,-1.899
2146,2021-06-06,1000,24.8,99.0,63.25
2147,2021-06-06,1100,26.4,94.0,349.661
2148,2021-06-06,1200,27.7,79.0,851.875
2149,2021-06-06,1300,30.3,69.0,1507.05
2150,2021-06-06,1400,31.2,61.0,2077.292
2151,2021-06-06,1500,32.2,63.0,2751.965
2152,2021-06-06,1600,32.2,55.0,2729.159
2153,2021-06-06,1700,31.7,57.0,2349.243
2154,2021-06-06,1800,30.8,62.0,1017.164
2155,2021-06-06,1900,31.5,59.0,922.408
2156,2021-06-06,2000,30.6,69.0,643.818
2157,2021-06-06,2100,29.2,72.0,209.195
2158,2021-06-06,2200,27.8,76.0,4.698
2159,2021-06-06,2300,26.9,81.0,-1.749
2160,2021-06-07,0000,27.1,80.0,-0.507
2161,2021-06-07,0100,26.8,83.0,-1.209
2162,2021-06-07,0200,25.8,96.0,-0.676
2163,2021-06-07,0300,25.4,95.0,-1.962
2164,2021-06-07,0400,25.2,98.0,0.877
2165,2021-06-07,0500,25.0,98.0,-0.552
2166,2021-06-07,0600,24.9,98.0,-0.878
2167,2021-06-07,0700,24.7,99.0,-1.631
2168,2021-06-07,0800,24.7,98.0,-2.103
2169,2021-06-07,0900,24.7,98.0,-2.379
2170,2021-06-07,1000,25.2,97.0,37.926
2171,2021-06-07,1100,26.7,89.0,314.633
2172,2021-06-07,1200,29.6,72.0,1162.964
2173,2021-06-07,1300,31.0,64.0,1864.402
2174,2021-06-07,1400,31.6,61.0,2542.994
2175,2021-06-07,1500,32.1,61.0,1898.92
2176,2021-06-07,1600,31.7,62.0,1737.93
2177,2021-06-07,1700,31.7,60.0,2286.616
2178,2021-06-07,1800,34.0,54.0,2437.575
2179,2021-06-07,1900,30.6,70.0,1043.48
2180,2021-06-07,2000,27.0,79.0,249.837
2181,2021-06-07,2100,27.0,82.0,95.355
2182,2021-06-07,2200,26.3,85.0,4.541
2183,2021-06-07,2300,26.4,82.0,1.229
2184,2021-06-08,0000,26.8,79.0,-0.804
2185,2021-06-08,0100,26.6,81.0,-2.57
2186,2021-06-08,0200,26.0,90.0,-3.295
2187,2021-06-08,0300,25.4,94.0,-1.991
2188,2021-06-08,0400,25.5,94.0,-1.953
2189,2021-06-08,0500,25.0,97.0,-1.59
2190,2021-06-08,0600,25.1,96.0,-0.471
2191,2021-06-08,0700,24.8,97.0,-2.51
2192,2021-06-08,0800,24.8,94.0,-2.018
2193,2021-06-08,0900,24.8,95.0,-0.97
2194,2021-06-08,1000,25.4,96.0,44.524
2195,2021-06-08,1100,26.8,92.0,288.361
2196,2021-06-08,1200,28.2,79.0,683.758
2197,2021-06-08,1300,31.4,65.0,1854.423
2198,2021-06-08,1400,32.6,61.0,1812.429
2199,2021-06-08,1500,32.2,62.0,1724.183
2200,2021-06-08,1600,29.4,76.0,2036.932
2201,2021-06-08,1700,31.8,64.0,2298.24
2202,2021-06-08,1800,25.4,97.0,377.275
2203,2021-06-08,1900,25.9,97.0,313.369
2204,2021-06-08,2000,25.7,95.0,184.449
2205,2021-06-08,2100,25.2,99.0,51.869
2206,2021-06-08,2200,25.2,100.0,7.045
2207,2021-06-08,2300,24.8,100.0,0.94
2208,2021-06-09,0000,24.8,99.0,-0.096
2209,2021-06-09,0100,24.6,100.0,-1.111
2210,2021-06-09,0200,24.4,,-1.973
2211,2021-06-09,0300,24.4,,-1.721
2212,2021-06-09,0400,24.3,,-1.936
2213,2021-06-09,0500,24.1,,-2.488
2214,2021-06-09,0600,24.0,,-2.168
2215,2021-06-09,0700,23.8,,-2.344
2216,2021-06-09,0800,23.8,,-1.755
2217,2021-06-09,0900,23.9,,-1.118
2218,2021-06-09,1000,24.6,,71.958
2219,2021-06-09,1100,26.5,94.0,483.148
2220,2021-06-09,1200,28.9,74.0,1308.071
2221,2021-06-09,1300,30.2,68.0,1867.514
2222,2021-06-09,1400,31.3,63.0,1452.796
2223,2021-06-09,1500,31.8,60.0,2174.038
2224,2021-06-09,1600,31.6,61.0,1887.807
2225,2021-06-09,1700,31.2,65.0,1098.619
2226,2021-06-09,1800,29.9,70.0,877.726
2227,2021-06-09,1900,29.9,68.0,562.847
2228,2021-06-09,2000,29.8,66.0,988.209
2229,2021-06-09,2100,27.8,77.0,105.866
2230,2021-06-09,2200,27.5,80.0,2.661
2231,2021-06-09,2300,27.7,80.0,0.416
2232,2021-06-10,0000,26.7,93.0,-2.738
2233,2021-06-10,0100,24.3,98.0,2.544
2234,2021-06-10,0200,23.7,99.0,0.927
2235,2021-06-10,0300,23.3,98.0,-0.672
2236,2021-06-10,0400,23.5,100.0,-0.382
2237,2021-06-10,0500,24.0,100.0,-0.384
2238,2021-06-10,0600,23.8,100.0,1.04
2239,2021-06-10,0700,23.7,,0.035
2240,2021-06-10,0800,23.6,,-0.103
2241,2021-06-10,0900,23.7,,-1.4
2242,2021-06-10,1000,23.9,,35.938
2243,2021-06-10,1100,24.7,99.0,274.704
2244,2021-06-10,1200,26.4,90.0,471.627
2245,2021-06-10,1300,27.6,78.0,875.175
2246,2021-06-10,1400,29.6,72.0,1153.288
2247,2021-06-10,1500,29.4,72.0,1057.362
2248,2021-06-10,1600,29.1,75.0,1357.461
2249,2021-06-10,1700,29.7,62.0,1337.742
2250,2021-06-10,1800,29.5,66.0,1216.477
2251,2021-06-10,1900,28.9,67.0,698.318
2252,2021-06-10,2000,27.7,75.0,314.353
2253,2021-06-10,2100,27.1,80.0,78.569
2254,2021-06-10,2200,26.9,85.0,-0.614
2255,2021-06-10,2300,26.4,89.0,-1.027
2256,2021-06-11,0000,26.3,85.0,-0.534
2257,2021-06-11,0100,26.2,92.0,-0.948
2258,2021-06-11,0200,26.0,93.0,-2.761
2259,2021-06-11,0300,25.4,98.0,-2.438
2260,2021-06-11,0400,25.0,97.0,-1.419
2261,2021-06-11,0500,24.7,95.0,-1.705
2262,2021-06-11,0600,24.6,96.0,-2.349
2263,2021-06-11,0700,24.3,98.0,-3.413
2264,2021-06-11,0800,24.3,98.0,-2.739
2265,2021-06-11,0900,24.0,100.0,-2.797
2266,2021-06-11,1000,25.1,96.0,44.036
2267,2021-06-11,1100,25.9,84.0,346.318
2268,2021-06-11,1200,27.0,80.0,1055.004
2269,2021-06-11,1300,28.7,71.0,1780.953
2270,2021-06-11,1400,29.2,67.0,1593.445
2271,2021-06-11,1500,30.0,66.0,1467.845
2272,2021-06-11,1600,29.8,70.0,907.429
