,DT_MEDICAO,HR_MEDICAO,TEM_INS,UMD_INS,RAD_GLO
0,2021-03-09,0000,25.1,96.0,3.289
1,2021-03-09,0100,25.1,93.0,1.74
2,2021-03-09,0200,24.7,94.0,0.97
3,2021-03-09,0300,24.4,93.0,2.458
4,2021-03-09,0400,24.3,92.0,3.32
5,2021-03-09,0500,24.2,93.0,-0.254
6,2021-03-09,0600,24.1,94.0,-0.716
7,2021-03-09,0700,23.9,95.0,-1.508
8,2021-03-09,0800,24.1,95.0,-0.337
9,2021-03-09,0900,24.0,96.0,-0.24
10,2021-03-09,1000,23.9,95.0,25.572
11,2021-03-09,1100,25.3,89.0,243.03
12,2021-03-09,1200,26.5,81.0,502.445
13,2021-03-09,1300,27.6,76.0,976.258
14,2021-03-09,1400,28.0,78.0,773.713
15,2021-03-09,1500,29.7,69.0,1745.304
16,2021-03-09,1600,30.5,66.0,1831.617
17,2021-03-09,1700,30.4,62.0,2034.885
18,2021-03-09,1800,29.1,72.0,582.301
19,2021-03-09,1900,28.4,75.0,388.682
20,2021-03-09,2000,25.6,93.0,300.721
21,2021-03-09,2100,26.0,88.0,199.608
22,2021-03-09,2200,25.8,87.0,33.823
23,2021-03-09,2300,25.6,87.0,3.259
24,2021-03-10,0000,25.4,90.0,1.825
25,2021-03-10,0100,24.9,94.0,-0.762
26,2021-03-10,0200,24.5,95.0,0.277
27,2021-03-10,0300,24.4,95.0,0.491
28,2021-03-10,0400,24.3,96.0,0.145
29,2021-03-10,0500,24.3,96.0,-0.077
30,2021-03-10,0600,24.2,96.0,0.64
31,2021-03-10,0700,24.2,96.0,-0.006
32,2021-03-10,0800,24.2,96.0,0.101
33,2021-03-10,0900,24.2,96.0,0.586
34,2021-03-10,1000,24.4,96.0,15.308
35,2021-03-10,1100,24.8,95.0,172.174
36,2021-03-10,1200,25.7,87.0,554.83
37,2021-03-10,1300,27.0,77.0,960.813
38,2021-03-10,1400,27.7,70.0,1256.037
39,2021-03-10,1500,29.4,68.0,2050.419
40,2021-03-10,1600,29.2,67.0,2142.604
41,2021-03-10,1700,28.3,66.0,1073.0
42,2021-03-10,1800,28.8,67.0,1090.487
43,2021-03-10,1900,28.6,68.0,1172.084
44,2021-03-10,2000,28.8,71.0,504.322
45,2021-03-10,2100,28.1,72.0,479.669
46,2021-03-10,2200,26.7,79.0,26.083
47,2021-03-10,2300,26.2,83.0,-0.423
48,2021-03-11,0000,26.0,86.0,-1.077
49,2021-03-11,0100,25.6,87.0,-1.584
50,2021-03-11,0200,25.3,88.0,-3.261
51,2021-03-11,0300,25.1,89.0,-2.095
52,2021-03-11,0400,25.0,90.0,-2.514
53,2021-03-11,0500,24.4,94.0,-1.217
54,2021-03-11,0600,24.2,95.0,-0.664
55,2021-03-11,0700,24.4,95.0,0.137
56,2021-03-11,0800,24.3,96.0,-0.06
57,2021-03-11,0900,24.3,96.0,-0.004
58,2021-03-11,1000,24.6,96.0,40.248
59,2021-03-11,1100,25.9,93.0,219.972
60,2021-03-11,1200,28.0,80.0,702.8
61,2021-03-11,1300,30.1,68.0,1040.251
62,2021-03-11,1400,29.0,71.0,1118.953
63,2021-03-11,1500,29.2,70.0,1094.003
64,2021-03-11,1600,25.6,93.0,777.644
65,2021-03-11,1700,24.2,96.0,245.361
66,2021-03-11,1800,25.3,92.0,482.117
67,2021-03-11,1900,27.2,79.0,667.71
68,2021-03-11,2000,26.6,83.0,436.459
69,2021-03-11,2100,25.4,93.0,88.521
70,2021-03-11,2200,24.5,95.0,11.855
71,2021-03-11,2300,23.5,95.0,4.785
72,2021-03-12,0000,23.0,97.0,5.174
73,2021-03-12,0100,23.0,97.0,2.094
74,2021-03-12,0200,23.2,97.0,1.746
75,2021-03-12,0300,23.2,97.0,0.43
76,2021-03-12,0400,23.3,97.0,1.012
77,2021-03-12,0500,22.9,97.0,0.013
78,2021-03-12,0600,22.9,97.0,-0.717
79,2021-03-12,0700,22.8,97.0,-1.201
80,2021-03-12,0800,22.9,97.0,-1.317
81,2021-03-12,0900,22.6,97.0,-2.299
82,2021-03-12,1000,23.1,97.0,28.266
83,2021-03-12,1100,23.9,97.0,285.745
84,2021-03-12,1200,26.9,80.0,924.902
85,2021-03-12,1300,27.0,82.0,1148.005
86,2021-03-12,1400,27.5,78.0,1206.201
87,2021-03-12,1500,30.1,70.0,2202.68
88,2021-03-12,1600,28.3,74.0,1386.778
89,2021-03-12,1700,24.3,93.0,125.911
90,2021-03-12,1800,24.6,93.0,245.071
91,2021-03-12,1900,24.6,95.0,127.07
92,2021-03-12,2000,24.8,94.0,151.058
93,2021-03-12,2100,25.2,95.0,206.113
94,2021-03-12,2200,24.4,94.0,22.835
95,2021-03-12,2300,24.0,94.0,3.443
96,2021-03-13,0000,24.0,95.0,2.026
97,2021-03-13,0100,24.0,95.0,2.521
98,2021-03-13,0200,23.8,96.0,0.335
99,2021-03-13,0300,23.5,96.0,-0.721
100,2021-03-13,0400,23.3,96.0,-0.918
101,2021-03-13,0500,23.1,97.0,-1.096
102,2021-03-13,0600,23.0,97.0,-0.481
103,2021-03-13,0700,23.0,97.0,-1.422
104,2021-03-13,0800,22.7,97.0,-2.28
105,2021-03-13,0900,22.9,97.0,-1.085
106,2021-03-13,1000,23.4,97.0,21.198
107,2021-03-13,1100,24.7,97.0,195.495
108,2021-03-13,1200,27.9,79.0,994.34
109,2021-03-13,1300,29.5,73.0,1428.652
110,2021-03-13,1400,29.7,67.0,1383.426
111,2021-03-13,1500,30.6,67.0,1267.654
112,2021-03-13,1600,30.2,65.0,1493.16
113,2021-03-13,1700,27.9,72.0,897.8
114,2021-03-13,1800,28.9,70.0,2062.589
115,2021-03-13,1900,28.6,73.0,769.189
116,2021-03-13,2000,28.0,75.0,553.579
117,2021-03-13,2100,27.1,80.0,288.903
118,2021-03-13,2200,25.9,77.0,10.382
119,2021-03-13,2300,25.6,85.0,-0.328
120,2021-03-14,0000,25.6,85.0,0.048
121,2021-03-14,0100,24.7,93.0,-1.894
122,2021-03-14,0200,24.6,94.0,-1.166
123,2021-03-14,0300,24.7,94.0,0.093
124,2021-03-14,0400,24.6,94.0,-1.948
125,2021-03-14,0500,24.6,94.0,-1.424
126,2021-03-14,0600,24.2,95.0,-1.559
127,2021-03-14,0700,23.9,96.0,-1.69
128,2021-03-14,0800,23.7,96.0,-1.229
129,2021-03-14,0900,23.4,96.0,-2.284
130,2021-03-14,1000,23.8,97.0,31.403
131,2021-03-14,1100,26.7,82.0,202.511
132,2021-03-14,1200,29.3,70.0,1141.301
133,2021-03-14,1300,30.0,66.0,1911.887
134,2021-03-14,1400,31.4,63.0,1941.533
135,2021-03-14,1500,30.6,62.0,1668.349
136,2021-03-14,1600,30.7,64.0,1773.349
137,2021-03-14,1700,30.0,70.0,1619.782
138,2021-03-14,1800,30.5,66.0,2248.075
139,2021-03-14,1900,25.3,86.0,327.267
140,2021-03-14,2000,25.0,80.0,109.592
141,2021-03-14,2100,23.8,87.0,29.461
142,2021-03-14,2200,24.2,84.0,7.9
143,2021-03-14,2300,24.6,84.0,2.657
144,2021-03-15,0000,25.0,85.0,0.317
145,2021-03-15,0100,24.9,87.0,-1.657
146,2021-03-15,0200,24.6,90.0,-3.402
147,2021-03-15,0300,24.1,93.0,-2.607
148,2021-03-15,0400,24.2,95.0,-0.807
149,2021-03-15,0500,24.3,94.0,-1.089
150,2021-03-15,0600,23.9,96.0,-1.713
151,2021-03-15,0700,23.9,96.0,0.125
152,2021-03-15,0800,23.7,96.0,-1.876
153,2021-03-15,0900,23.6,96.0,-1.489
154,2021-03-15,1000,24.0,96.0,24.562
155,2021-03-15,1100,26.5,83.0,221.478
156,2021-03-15,1200,28.2,77.0,831.409
157,2021-03-15,1300,29.4,71.0,1442.283
158,2021-03-15,1400,30.4,64.0,2021.574
159,2021-03-15,1500,31.2,59.0,2400.969
160,2021-03-15,1600,32.0,53.0,2522.699
161,2021-03-15,1700,29.4,71.0,938.013
162,2021-03-15,1800,26.5,93.0,362.615
163,2021-03-15,1900,23.4,93.0,208.667
164,2021-03-15,2000,23.9,96.0,39.121
165,2021-03-15,2100,24.1,96.0,90.432
166,2021-03-15,2200,24.1,96.0,15.82
167,2021-03-15,2300,24.0,96.0,4.457
168,2021-03-16,0000,23.9,96.0,3.398
169,2021-03-16,0100,23.6,96.0,1.789
170,2021-03-16,0200,23.4,96.0,0.766
171,2021-03-16,0300,23.2,96.0,0.147
172,2021-03-16,0400,23.1,96.0,-0.153
173,2021-03-16,0500,23.1,96.0,-0.9
174,2021-03-16,0600,23.0,97.0,-1.34
175,2021-03-16,0700,22.8,97.0,-1.848
176,2021-03-16,0800,22.6,97.0,-1.898
177,2021-03-16,0900,22.9,97.0,-1.918
178,2021-03-16,1000,23.5,97.0,29.454
179,2021-03-16,1100,24.8,96.0,240.244
180,2021-03-16,1200,27.5,79.0,997.135
181,2021-03-16,1300,30.1,71.0,1818.738
182,2021-03-16,1400,30.8,65.0,1992.425
183,2021-03-16,1500,31.0,61.0,2392.756
184,2021-03-16,1600,30.6,68.0,1597.105
185,2021-03-16,1700,30.5,67.0,1689.646
186,2021-03-16,1800,27.3,91.0,981.924
187,2021-03-16,1900,24.5,96.0,300.104
188,2021-03-16,2000,25.6,92.0,423.137
189,2021-03-16,2100,26.1,87.0,252.157
190,2021-03-16,2200,25.9,89.0,15.523
191,2021-03-16,2300,25.2,93.0,2.045
192,2021-03-17,0000,25.2,91.0,1.369
193,2021-03-17,0100,25.2,90.0,1.288
194,2021-03-17,0200,25.0,92.0,-0.503
195,2021-03-17,0300,25.1,92.0,1.241
196,2021-03-17,0400,24.8,93.0,0.132
197,2021-03-17,0500,23.1,96.0,4.224
198,2021-03-17,0600,22.8,97.0,2.315
199,2021-03-17,0700,22.9,97.0,1.101
200,2021-03-17,0800,23.0,97.0,1.445
201,2021-03-17,0900,23.2,97.0,-0.098
202,2021-03-17,1000,23.8,97.0,39.905
203,2021-03-17,1100,25.5,93.0,365.124
204,2021-03-17,1200,27.4,78.0,916.428
205,2021-03-17,1300,29.1,71.0,1378.324
206,2021-03-17,1400,29.9,67.0,1894.224
207,2021-03-17,1500,29.3,71.0,2010.19
208,2021-03-17,1600,29.3,71.0,1929.665
209,2021-03-17,1700,24.9,92.0,360.754
210,2021-03-17,1800,24.6,95.0,81.053
211,2021-03-17,1900,25.5,95.0,264.445
212,2021-03-17,2000,25.5,94.0,182.485
213,2021-03-17,2100,23.9,94.0,30.262
214,2021-03-17,2200,24.0,96.0,8.819
215,2021-03-17,2300,23.9,96.0,4.033
216,2021-03-18,0000,24.0,96.0,2.259
217,2021-03-18,0100,24.0,96.0,1.124
218,2021-03-18,0200,24.0,96.0,1.009
219,2021-03-18,0300,24.0,96.0,0.824
220,2021-03-18,0400,23.9,96.0,0.645
221,2021-03-18,0500,23.6,96.0,0.168
222,2021-03-18,0600,23.3,96.0,-0.851
223,2021-03-18,0700,23.4,97.0,-0.621
224,2021-03-18,0800,23.3,97.0,-0.708
225,2021-03-18,0900,23.1,97.0,-0.801
226,2021-03-18,1000,23.3,97.0,28.668
227,2021-03-18,1100,24.8,96.0,249.573
228,2021-03-18,1200,26.9,82.0,845.748
229,2021-03-18,1300,28.1,76.0,1471.158
230,2021-03-18,1400,28.6,78.0,1413.158
231,2021-03-18,1500,30.5,59.0,2097.509
232,2021-03-18,1600,31.9,57.0,2827.713
233,2021-03-18,1700,23.8,96.0,631.955
234,2021-03-18,1800,23.9,95.0,189.232
235,2021-03-18,1900,25.6,94.0,782.602
236,2021-03-18,2000,26.2,88.0,732.499
237,2021-03-18,2100,25.7,86.0,306.981
238,2021-03-18,2200,24.7,91.0,31.884
239,2021-03-18,2300,24.4,93.0,3.545
240,2021-03-19,0000,24.3,95.0,2.735
241,2021-03-19,0100,24.2,96.0,2.75
242,2021-03-19,0200,24.1,96.0,2.161
243,2021-03-19,0300,24.0,96.0,1.639
244,2021-03-19,0400,23.9,97.0,1.176
245,2021-03-19,0500,24.0,97.0,2.061
246,2021-03-19,0600,23.9,97.0,0.835
247,2021-03-19,0700,24.1,97.0,2.084
248,2021-03-19,0800,24.0,95.0,1.465
249,2021-03-19,0900,24.3,93.0,-1.502
250,2021-03-19,1000,24.5,92.0,29.807
251,2021-03-19,1100,25.6,84.0,350.119
252,2021-03-19,1200,26.7,78.0,762.508
253,2021-03-19,1300,27.9,73.0,1290.594
254,2021-03-19,1400,28.0,71.0,1602.369
255,2021-03-19,1500,28.7,67.0,1673.779
256,2021-03-19,1600,29.0,67.0,1600.776
257,2021-03-19,1700,30.4,61.0,2584.992
258,2021-03-19,1800,30.0,60.0,2444.578
259,2021-03-19,1900,26.4,80.0,341.692
260,2021-03-19,2000,25.8,91.0,232.898
261,2021-03-19,2100,25.7,92.0,105.268
262,2021-03-19,2200,25.4,92.0,11.654
263,2021-03-19,2300,24.4,93.0,3.315
264,2021-03-20,0000,24.0,96.0,4.208
265,2021-03-20,0100,24.2,96.0,2.225
266,2021-03-20,0200,24.1,96.0,2.05
267,2021-03-20,0300,24.1,97.0,1.733
268,2021-03-20,0400,24.2,97.0,2.158
269,2021-03-20,0500,24.1,97.0,1.406
270,2021-03-20,0600,23.0,95.0,2.041
271,2021-03-20,0700,22.7,96.0,1.868
272,2021-03-20,0800,22.5,97.0,-0.698
273,2021-03-20,0900,22.6,97.0,-0.611
274,2021-03-20,1000,22.8,97.0,25.939
275,2021-03-20,1100,23.6,96.0,300.909
276,2021-03-20,1200,26.4,82.0,1006.148
277,2021-03-20,1300,27.4,72.0,1843.661
278,2021-03-20,1400,29.5,66.0,2365.646
279,2021-03-20,1500,29.5,60.0,2958.672
280,2021-03-20,1600,30.1,62.0,1662.056
281,2021-03-20,1700,32.4,53.0,2409.573
282,2021-03-20,1800,29.7,62.0,1323.248
283,2021-03-20,1900,30.1,66.0,546.907
284,2021-03-20,2000,30.9,56.0,763.518
285,2021-03-20,2100,29.2,58.0,295.156
286,2021-03-20,2200,27.5,72.0,16.707
287,2021-03-20,2300,26.6,81.0,2.702
288,2021-03-21,0000,25.6,89.0,-0.629
289,2021-03-21,0100,25.4,88.0,-1.076
290,2021-03-21,0200,25.0,91.0,-2.95
291,2021-03-21,0300,24.9,91.0,-3.535
292,2021-03-21,0400,24.8,94.0,1.445
293,2021-03-21,0500,24.5,94.0,-1.849
294,2021-03-21,0600,24.2,95.0,-2.648
295,2021-03-21,0700,24.1,95.0,-1.552
296,2021-03-21,0800,23.7,96.0,-1.127
297,2021-03-21,0900,23.5,96.0,-1.655
298,2021-03-21,1000,24.3,96.0,68.72
299,2021-03-21,1100,27.2,84.0,334.025
300,2021-03-21,1200,28.5,72.0,1173.851
301,2021-03-21,1300,30.0,67.0,1383.35
302,2021-03-21,1400,30.5,63.0,2072.697
303,2021-03-21,1500,31.5,61.0,2246.56
304,2021-03-21,1600,31.7,65.0,1746.196
305,2021-03-21,1700,25.6,91.0,633.65
306,2021-03-21,1800,26.3,83.0,367.582
307,2021-03-21,1900,26.9,80.0,520.793
308,2021-03-21,2000,26.6,81.0,272.261
309,2021-03-21,2100,26.6,82.0,126.621
310,2021-03-21,2200,23.7,96.0,20.168
311,2021-03-21,2300,23.7,97.0,4.813
312,2021-03-22,0000,23.4,96.0,3.27
313,2021-03-22,0100,23.6,97.0,1.905
314,2021-03-22,0200,23.5,97.0,0.6
315,2021-03-22,0300,23.7,97.0,0.509
316,2021-03-22,0400,23.7,97.0,0.257
317,2021-03-22,0500,23.6,97.0,-0.296
318,2021-03-22,0600,23.8,97.0,0.069
319,2021-03-22,0700,23.8,97.0,0.392
320,2021-03-22,0800,23.8,97.0,-0.175
321,2021-03-22,0900,23.6,97.0,0.286
322,2021-03-22,1000,23.9,97.0,30.609
323,2021-03-22,1100,24.2,97.0,106.718
324,2021-03-22,1200,25.1,97.0,439.747
325,2021-03-22,1300,25.9,91.0,844.862
326,2021-03-22,1400,26.5,85.0,798.877
327,2021-03-22,1500,27.5,77.0,1467.582
328,2021-03-22,1600,29.0,76.0,1985.527
329,2021-03-22,1700,29.1,68.0,2237.345
330,2021-03-22,1800,23.5,86.0,1803.863
331,2021-03-22,1900,22.6,94.0,427.223
332,2021-03-22,2000,23.1,93.0,238.827
333,2021-03-22,2100,23.9,91.0,219.43
334,2021-03-22,2200,23.9,92.0,18.362
335,2021-03-22,2300,23.3,95.0,2.08
336,2021-03-23,0000,23.1,96.0,1.159
337,2021-03-23,0100,23.2,97.0,1.405
338,2021-03-23,0200,23.3,96.0,0.322
339,2021-03-23,0300,23.2,96.0,-0.595
340,2021-03-23,0400,23.0,97.0,-0.707
341,2021-03-23,0500,22.7,97.0,-0.751
342,2021-03-23,0600,22.7,97.0,-0.9
343,2021-03-23,0700,22.5,97.0,1.394
344,2021-03-23,0800,22.5,97.0,1.645
345,2021-03-23,0900,22.6,97.0,0.616
346,2021-03-23,1000,23.0,97.0,31.595
347,2021-03-23,1100,23.5,97.0,274.236
348,2021-03-23,1200,25.2,94.0,872.718
349,2021-03-23,1300,26.8,84.0,1220.407
350,2021-03-23,1400,29.4,67.0,2683.928
351,2021-03-23,1500,31.3,61.0,3306.725
352,2021-03-23,1600,31.4,66.0,2556.688
353,2021-03-23,1700,30.8,63.0,2440.322
354,2021-03-23,1800,31.1,64.0,2451.145
355,2021-03-23,1900,29.8,71.0,1874.365
356,2021-03-23,2000,27.5,76.0,920.014
357,2021-03-23,2100,26.9,78.0,256.718
358,2021-03-23,2200,26.0,82.0,14.313
359,2021-03-23,2300,25.7,83.0,1.352
360,2021-03-24,0000,25.5,89.0,0.491
361,2021-03-24,0100,24.9,94.0,-0.905
362,2021-03-24,0200,24.6,95.0,-0.48
363,2021-03-24,0300,24.4,96.0,0.806
364,2021-03-24,0400,24.6,96.0,1.302
365,2021-03-24,0500,24.4,96.0,0.332
366,2021-03-24,0600,24.2,96.0,0.138
367,2021-03-24,0700,24.4,96.0,1.286
368,2021-03-24,0800,24.5,96.0,1.288
369,2021-03-24,0900,24.3,96.0,-0.176
370,2021-03-24,1000,24.5,96.0,21.065
371,2021-03-24,1100,25.8,93.0,257.149
372,2021-03-24,1200,28.1,77.0,886.392
373,2021-03-24,1300,28.8,74.0,1180.267
374,2021-03-24,1400,28.8,73.0,1253.117
375,2021-03-24,1500,30.1,65.0,1637.308
376,2021-03-24,1600,30.9,65.0,2219.395
377,2021-03-24,1700,25.5,93.0,937.969
378,2021-03-24,1800,26.7,91.0,570.78
379,2021-03-24,1900,27.1,87.0,430.467
380,2021-03-24,2000,26.8,85.0,241.884
381,2021-03-24,2100,25.7,94.0,35.443
382,2021-03-24,2200,25.1,96.0,8.732
383,2021-03-24,2300,25.1,96.0,4.412
384,2021-03-25,0000,24.9,96.0,2.419
385,2021-03-25,0100,24.8,97.0,1.954
386,2021-03-25,0200,24.5,97.0,0.724
387,2021-03-25,0300,24.3,97.0,0.465
388,2021-03-25,0400,24.2,97.0,0.962
389,2021-03-25,0500,24.1,97.0,0.068
390,2021-03-25,0600,23.9,97.0,-0.534
391,2021-03-25,0700,24.0,97.0,0.393
392,2021-03-25,0800,23.2,97.0,2.055
393,2021-03-25,0900,23.3,97.0,0.409
394,2021-03-25,1000,24.1,97.0,28.339
395,2021-03-25,1100,23.8,97.0,132.956
396,2021-03-25,1200,24.8,93.0,770.933
397,2021-03-25,1300,27.3,77.0,1290.972
398,2021-03-25,1400,27.3,80.0,1030.488
399,2021-03-25,1500,27.9,78.0,1231.98
400,2021-03-25,1600,27.4,79.0,749.976
401,2021-03-25,1700,27.2,81.0,1080.167
402,2021-03-25,1800,28.1,76.0,1448.036
403,2021-03-25,1900,27.6,77.0,1032.059
404,2021-03-25,2000,27.0,80.0,443.118
405,2021-03-25,2100,26.5,80.0,176.888
406,2021-03-25,2200,25.9,85.0,14.024
407,2021-03-25,2300,24.9,93.0,0.563
408,2021-03-26,0000,24.7,95.0,0.166
409,2021-03-26,0100,24.5,96.0,0.898
410,2021-03-26,0200,24.0,96.0,0.475
411,2021-03-26,0300,23.9,96.0,0.56
412,2021-03-26,0400,23.7,96.0,-1.855
413,2021-03-26,0500,23.7,96.0,-0.31
414,2021-03-26,0600,23.4,97.0,-0.169
415,2021-03-26,0700,23.5,97.0,0.047
416,2021-03-26,0800,23.3,97.0,0.102
417,2021-03-26,0900,23.3,97.0,-1.596
418,2021-03-26,1000,23.7,97.0,64.092
419,2021-03-26,1100,25.5,81.0,275.677
420,2021-03-26,1200,27.0,71.0,1208.096
421,2021-03-26,1300,28.5,69.0,1495.307
422,2021-03-26,1400,28.6,69.0,1797.839
423,2021-03-26,1500,29.0,68.0,1996.823
424,2021-03-26,1600,28.2,74.0,763.195
425,2021-03-26,1700,28.2,70.0,786.119
426,2021-03-26,1800,28.3,76.0,844.96
427,2021-03-26,1900,30.4,66.0,1308.197
428,2021-03-26,2000,28.1,73.0,731.095
429,2021-03-26,2100,26.9,78.0,289.31
430,2021-03-26,2200,26.2,80.0,15.358
431,2021-03-26,2300,26.1,82.0,1.289
432,2021-03-27,0000,25.9,82.0,0.15
433,2021-03-27,0100,25.4,89.0,-0.406
434,2021-03-27,0200,25.1,86.0,-1.281
435,2021-03-27,0300,24.7,88.0,-1.957
436,2021-03-27,0400,24.3,92.0,-1.104
437,2021-03-27,0500,24.1,94.0,-2.977
438,2021-03-27,0600,23.8,95.0,-1.949
439,2021-03-27,0700,23.6,96.0,-1.229
440,2021-03-27,0800,23.8,96.0,0.042
441,2021-03-27,0900,23.3,95.0,0.992
442,2021-03-27,1000,23.2,95.0,55.675
443,2021-03-27,1100,24.8,89.0,414.969
444,2021-03-27,1200,25.4,78.0,829.925
445,2021-03-27,1300,26.2,76.0,913.19
446,2021-03-27,1400,26.8,75.0,847.854
447,2021-03-27,1500,27.2,73.0,848.059
448,2021-03-27,1600,28.7,70.0,1140.754
449,2021-03-27,1700,29.0,67.0,1607.909
450,2021-03-27,1800,30.0,61.0,1984.223
451,2021-03-27,1900,29.9,64.0,788.847
452,2021-03-27,2000,24.5,84.0,611.209
453,2021-03-27,2100,24.5,96.0,118.459
454,2021-03-27,2200,24.4,95.0,25.131
455,2021-03-27,2300,24.5,95.0,1.923
456,2021-03-28,0000,24.8,95.0,0.763
457,2021-03-28,0100,24.9,94.0,0.509
458,2021-03-28,0200,24.5,95.0,0.95
459,2021-03-28,0300,24.4,96.0,0.199
460,2021-03-28,0400,24.3,96.0,0.065
461,2021-03-28,0500,24.0,97.0,-1.043
462,2021-03-28,0600,23.8,97.0,-0.382
463,2021-03-28,0700,23.8,97.0,-0.982
464,2021-03-28,0800,23.8,97.0,-0.67
465,2021-03-28,0900,23.8,97.0,0.081
466,2021-03-28,1000,23.9,97.0,47.234
467,2021-03-28,1100,25.2,94.0,413.65
468,2021-03-28,1200,27.3,80.0,747.077
469,2021-03-28,1300,29.0,72.0,1597.037
470,2021-03-28,1400,29.6,72.0,2012.562
471,2021-03-28,1500,31.7,63.0,2204.356
472,2021-03-28,1600,30.8,64.0,1890.497
473,2021-03-28,1700,25.7,84.0,391.256
474,2021-03-28,1800,25.2,95.0,113.383
475,2021-03-28,1900,25.8,93.0,296.64
476,2021-03-28,2000,26.5,84.0,443.002
477,2021-03-28,2100,26.2,82.0,255.666
478,2021-03-28,2200,25.5,90.0,22.741
479,2021-03-28,2300,24.7,95.0,1.215
480,2021-03-29,0000,24.6,96.0,1.049
481,2021-03-29,0100,24.5,95.0,-1.119
482,2021-03-29,0200,24.3,96.0,-1.103
483,2021-03-29,0300,24.4,95.0,0.018
484,2021-03-29,0400,24.0,96.0,-0.865
485,2021-03-29,0500,23.7,97.0,-0.944
486,2021-03-29,0600,23.5,97.0,-1.06
487,2021-03-29,0700,23.6,97.0,-0.295
488,2021-03-29,0800,23.5,97.0,-1.214
489,2021-03-29,0900,23.4,97.0,-1.381
490,2021-03-29,1000,24.0,97.0,57.522
491,2021-03-29,1100,26.9,85.0,451.198
492,2021-03-29,1200,29.0,76.0,1287.045
493,2021-03-29,1300,30.0,71.0,1263.938
494,2021-03-29,1400,29.7,70.0,1511.738
495,2021-03-29,1500,31.4,61.0,2241.407
496,2021-03-29,1600,32.3,57.0,2854.172
497,2021-03-29,1700,25.2,94.0,340.743
498,2021-03-29,1800,25.8,93.0,196.187
499,2021-03-29,1900,27.3,84.0,328.865
500,2021-03-29,2000,27.9,80.0,417.077
501,2021-03-29,2100,27.2,84.0,195.952
502,2021-03-29,2200,26.4,91.0,16.531
503,2021-03-29,2300,25.8,94.0,1.757
504,2021-03-30,0000,25.5,96.0,1.996
505,2021-03-30,0100,25.2,96.0,1.532
506,2021-03-30,0200,25.3,95.0,0.495
507,2021-03-30,0300,24.9,96.0,-0.324
508,2021-03-30,0400,24.6,96.0,-0.784
509,2021-03-30,0500,24.3,97.0,-0.647
510,2021-03-30,0600,24.2,97.0,-0.39
511,2021-03-30,0700,24.3,97.0,-1.165
512,2021-03-30,0800,24.3,97.0,-0.926
513,2021-03-30,0900,24.3,97.0,-0.24
514,2021-03-30,1000,24.5,97.0,42.513
515,2021-03-30,1100,25.9,94.0,405.048
516,2021-03-30,1200,27.6,82.0,848.514
517,2021-03-30,1300,29.9,74.0,1759.399
518,2021-03-30,1400,30.5,71.0,1708.648
519,2021-03-30,1500,30.8,65.0,2402.869
520,2021-03-30,1600,30.5,66.0,1533.861
521,2021-03-30,1700,25.8,83.0,794.759
522,2021-03-30,1800,24.7,96.0,82.922
523,2021-03-30,1900,25.6,95.0,176.189
524,2021-03-30,2000,27.0,91.0,355.954
525,2021-03-30,2100,27.1,89.0,260.46
526,2021-03-30,2200,26.2,91.0,19.15
527,2021-03-30,2300,25.6,95.0,2.539
528,2021-03-31,0000,25.3,96.0,2.893
529,2021-03-31,0100,25.4,95.0,0.792
530,2021-03-31,0200,25.2,96.0,0.591
531,2021-03-31,0300,24.7,96.0,0.452
532,2021-03-31,0400,24.6,97.0,0.018
533,2021-03-31,0500,24.4,97.0,-0.521
534,2021-03-31,0600,24.3,97.0,-1.377
535,2021-03-31,0700,24.1,97.0,-0.845
536,2021-03-31,0800,24.0,97.0,-0.808
537,2021-03-31,0900,24.1,97.0,-1.268
538,2021-03-31,1000,24.6,97.0,47.898
539,2021-03-31,1100,26.9,90.0,400.015
540,2021-03-31,1200,29.4,76.0,1101.482
541,2021-03-31,1300,30.4,70.0,1744.167
542,2021-03-31,1400,31.9,60.0,2460.498
543,2021-03-31,1500,30.8,64.0,1813.563
544,2021-03-31,1600,31.1,66.0,1905.344
545,2021-03-31,1700,25.2,97.0,372.803
546,2021-03-31,1800,26.3,95.0,294.606
547,2021-03-31,1900,27.6,83.0,482.641
548,2021-03-31,2000,28.5,80.0,652.959
549,2021-03-31,2100,27.6,81.0,146.848
550,2021-03-31,2200,26.9,87.0,12.8
551,2021-03-31,2300,26.7,88.0,3.969
552,2021-04-01,0000,25.3,90.0,2.346
553,2021-04-01,0100,24.7,94.0,-0.78
554,2021-04-01,0200,24.4,96.0,2.227
555,2021-04-01,0300,24.4,96.0,1.828
556,2021-04-01,0400,24.3,97.0,0.874
557,2021-04-01,0500,24.3,97.0,1.09
558,2021-04-01,0600,24.0,97.0,-0.046
559,2021-04-01,0700,24.1,97.0,0.123
560,2021-04-01,0800,24.2,97.0,-0.321
561,2021-04-01,0900,24.0,97.0,-1.08
562,2021-04-01,1000,24.8,97.0,55.892
563,2021-04-01,1100,26.4,92.0,462.653
564,2021-04-01,1200,28.7,75.0,875.149
565,2021-04-01,1300,28.2,81.0,1247.763
566,2021-04-01,1400,29.3,74.0,1867.686
567,2021-04-01,1500,30.2,72.0,2107.559
568,2021-04-01,1600,28.2,78.0,2036.567
569,2021-04-01,1700,25.5,92.0,787.079
570,2021-04-01,1800,25.9,90.0,478.68
